0,1,2,3,4,5,6,7
0.19355017320023313,0.42777948401920896,0.24566472489700658,0.22898880772532587,0.09136872680264407,0.2531189926082945,0.11871986058334721,0.4408092301639397
0.18739511839661896,0.4332856084642944,0.24683872174898025,0.11767405410113671,0.04568436340132204,0.30461990965867825,0.11023433410725389,0.5542678901217155
0.09369755919830948,0.5099388936176221,0.1625255061258868,0.13006607732989797,0.02284218170066102,0.3450473849969369,0.1654523625843532,0.5704300344463327
0.04684877959915474,0.5740534162744599,0.10874366909347774,0.06503303866494899,0.035848571766361054,0.45801987570457536,0.10562694465095523,0.6058257042460671
0.02342438979957737,0.5164173891408141,0.05795606393741987,0.05043766628587951,0.017924285883180527,0.6053540238737931,0.05281347232547762,0.6756727087538579
0.011712194899788685,0.5842956510921462,0.08953703817989007,0.025218833142939753,0.008962142941590263,0.6132360181480767,0.02640673616273881,0.6406313854328296
0.017620803332247283,0.6232402625208631,0.04476851908994504,0.017651433378192565,0.028010483235501014,0.6595591855446266,0.013203368081369404,0.5959459448172552
0.028115420971142946,0.6687629884032886,0.02238425954497252,0.04357475143813103,0.1510708786833876,0.7351849981777187,0.006601684040684702,0.34430501874067393
0.016115323654295754,0.7664802596337431,0.01119212977248626,0.021787375719065517,0.0961115710289366,0.7996912645209582,0.06708685025079503,0.2215352254197197
0.10766703682714784,0.7933963798168715,0.03098668988624313,0.010893687859532758,0.0480557855144683,0.8100018822604791,0.033543425125397514,0.16545511270985985
0.05383351841357392,0.8750580987922626,0.03371657956726735,0.005446843929766379,0.02402789275723415,0.8833608500140664,0.016771712562698757,0.10778450396313038
0.02691675920678696,0.7892878433659805,0.28151490619904407,0.0027234219648831896,0.012013946378617074,0.7917641771008355,0.008385856281349378,0.08739308950250321
