0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.18962709752646884,0.1541460162301032,0.06454689633537468,0.17744801606882699,0.07959774259356622,0.07400871173966983,0.2362300203193587,0.18640792634895925,0.09954416587748552,0.04027179455162224,0.055603421364799906,0.07348735431984763,0.09277717715823586,0.0820706669594767,0.035386537669571394,0.013600133191817028,0.09585266544098403,0.24939365630383226
0.18900192551674144,0.17526940090062273,0.07368961383235,0.14884424851537542,0.07319900489731751,0.05971644671819831,0.2049553575210688,0.16935626778369808,0.1319364115960574,0.02013589727581112,0.027801710682399953,0.05811976266426583,0.09314877561986609,0.1272076781691171,0.017693268834785697,0.006800066595908514,0.15814677360225554,0.2649773892741606
0.20736940272961443,0.15736870476375492,0.047628415830625034,0.1348103341786079,0.0941120833257256,0.04064183227354919,0.23044317121200816,0.20761127551657946,0.11916734310931554,0.01006794863790556,0.013900855341199976,0.043438026551399625,0.06598488385594312,0.12974330709318543,0.008846634417392849,0.003400033297954257,0.20200652842585817,0.2834592194393808
0.24331236093927533,0.1624609481265583,0.023814207915312517,0.10929346496164438,0.1381464671947777,0.020320916136774596,0.2548492451804722,0.16497585052424718,0.1380411183631684,0.00503397431895278,0.029556810649323393,0.021719013275699812,0.03299244192797156,0.1300312280146778,0.004423317208696424,0.009678740053232448,0.22999262591505676,0.2813572692941585
0.2564443704568007,0.21601866405044218,0.011907103957656259,0.11498049371317137,0.1582901783984158,0.010160458068387298,0.250659539149928,0.13126841306700165,0.12935432041393335,0.00251698715947639,0.014778405324661696,0.010859506637849906,0.01649622096398578,0.12855861785843004,0.010555689413077352,0.011899703787848572,0.2497845029446914,0.27546682463424227
0.26021464280225326,0.2280596148662016,0.005953551978828129,0.13354304383961524,0.20359512062598353,0.005080229034193649,0.2491512654894832,0.1347731128817095,0.08541883211142928,0.001258493579738195,0.007389202662330848,0.005429753318924953,0.00824811048199289,0.14724599654706544,0.012820270853615987,0.005949851893924286,0.236143037141736,0.2697258698909741
0.26209977897497955,0.24602226500695373,0.0029767759894140646,0.09882683304488618,0.19104960305340662,0.0025401145170968246,0.24022616699992702,0.17738027108573218,0.04270941605571464,0.0006292467898690975,0.003694601331165424,0.005857554220744689,0.004124055240996445,0.19555888765128257,0.006410135426807993,0.002974925946962143,0.2500639761447209,0.26685539251934
0.26284336774835937,0.2656741759817377,0.01167860538601138,0.07794602521809527,0.13220958413539896,0.0012700572585484123,0.21318373567387655,0.1960270920646052,0.02135470802785732,0.00031462339493454875,0.010678822404713148,0.02738529884950278,0.0020620276204982224,0.2288935742604239,0.0032050677134039967,0.0014874629734810715,0.26769503155062135,0.27609073973793086
0.2610044904481367,0.2655804508227273,0.00583930269300569,0.04466201387327014,0.13247647348362868,0.0006350286292742061,0.2153150031087461,0.2250679075999385,0.018262689032891997,0.0033178679553686648,0.0103963012149988,0.03771287698480196,0.0010310138102491112,0.23897270369152673,0.0016025338567019984,0.0007437314867405358,0.2665908786071691,0.2707887327008238
0.22936874396462248,0.2650320390133788,0.016773555628618715,0.05255770718852424,0.09961355160327529,0.00031751431463710307,0.21722928996747132,0.24477576740198437,0.009131344516445998,0.02432895916660121,0.017792609045786556,0.05223175335386193,0.0005155069051245556,0.2517281654477785,0.0008012669283509992,0.0003718657433702679,0.24979417985774072,0.26763617995242706
0.2031856639719753,0.26817493423537153,0.012262746806557418,0.05793260036428795,0.06337266727450584,0.0001587571573185515,0.19000999382094494,0.2580467984296743,0.004565672258222998,0.061906081650484064,0.008896304522893276,0.06164559243920485,0.00025775345256227774,0.26152299745257135,0.01267453527296103,0.012459834680470662,0.25345006150509775,0.26947700470489566
0.22964161247379253,0.26213624760549065,0.006131373403278709,0.09116142213336348,0.039613162905545604,7.937857865927575e-05,0.17793182617876513,0.2558526675075201,0.002282836129111499,0.07607499204475422,0.009326201041934443,0.05887157670740731,0.00012887672628113887,0.25881027921409056,0.025849462758431734,0.006229917340235331,0.25477381124035375,0.2451043560109844
0.25306965416316357,0.26931697172901264,0.003065686701639355,0.07520546419373902,0.019806581452772806,3.9689289329637884e-05,0.1225406333000475,0.21614226528766398,0.0011414180645557498,0.08412044533113289,0.04021280427343596,0.0867103110660144,6.443836314056945e-05,0.2676539875333126,0.018191354157359386,0.016281515615476454,0.2656357535464442,0.2608010259317595
0.2567704291758226,0.2720930408383283,0.001532843350819677,0.05854514047383286,0.013175542035286925,1.984464466481894e-05,0.06912371979138499,0.2232543787171304,0.0005707090322778748,0.11797645303205859,0.0384310094665609,0.12188918694661977,3.221918157028472e-05,0.27126154874047825,0.009095677078679691,0.008140757807738225,0.27025243174704405,0.2678350679397017
0.26421962597212867,0.2718809318033815,0.0007664216754098386,0.039621858723332994,0.014996567912856917,9.922322332409471e-06,0.0345618598956925,0.23646548172596496,0.00028535451613893745,0.15019133130257523,0.019215504733280455,0.14697305401664754,1.6109590785142362e-05,0.2714651857544565,0.0045478385393398464,0.009245023147077393,0.2709606272577394,0.26457730111086
0.2798930642175914,0.27598268968775685,0.0003832108377049192,0.019810929361666493,0.007498283956428457,4.961161166204735e-06,0.017280929947846246,0.26601599209450955,0.010698623774607119,0.1292828577695142,0.009607752366640226,0.1480818823918565,8.05479539257118e-06,0.27366362735998684,0.002273919269669923,0.01799337716115305,0.26144794205955224,0.28007190178695707
0.27966709099103126,0.277711903726114,0.0001916054188524596,0.009905464680833247,0.006410485956923477,2.4805805831023673e-06,0.012632480941986995,0.27272855492949033,0.0053493118873035594,0.16710317206506314,0.004803876183320113,0.1359171887009183,4.02739769628559e-06,0.276552372562229,0.0011369596348349614,0.012323368553963085,0.2704445299120116,0.26711512587684516
0.2866866923486625,0.28570909871620387,9.58027094262298e-05,0.004952732340416623,0.0032052429784617384,1.2402902915511837e-06,0.012609946764699792,0.283217424317892,0.0026746559436517797,0.16117396365490919,0.0024019380916600564,0.13998656637843115,2.013698848142795e-06,0.28512933313426136,0.0005684798174174807,0.011056789172086438,0.28207541180915263,0.23845266783352745
0.28115733123882547,0.28542074080413044,4.79013547131149e-05,0.0024763661702083117,0.0016026214892308692,6.201451457755918e-07,0.006304973382349896,0.2841749036049745,0.0013373279718258899,0.16680558332100515,0.0012009690458300282,0.15417522480496576,1.0068494240713974e-06,0.2810575382575584,0.00028423990870874035,0.015711693975045255,0.2836038973506048,0.2346370603254535
0.2717483748824283,0.2846982000166697,2.395067735655745e-05,0.00935177334879584,0.0008013107446154346,3.100725728877959e-07,0.003152486691174948,0.2840752814170917,0.0006686639859129449,0.21389636840154383,0.0006004845229150141,0.16295644269321985,5.034247120356987e-07,0.25479516534243707,0.00014211995435437017,0.007855846987522628,0.2783807181141124,0.22685199872256448
0.2643145544136912,0.2707894669808119,1.1975338678278725e-05,0.00467588667439792,0.0004006553723077173,1.5503628644389796e-07,0.001576243345587474,0.2704780076810229,0.00033433199295647247,0.23110720560749975,0.00030024226145750706,0.209918588319087,2.5171235601784936e-07,0.2503333624877323,7.105997717718509e-05,0.013102235420366818,0.26212613887356995,0.2204596385050131
0.2567773379971192,0.256975280602868,5.987669339139363e-06,0.0023379433371989605,0.00020032768615385867,7.751814322194899e-08,0.0007881216727937371,0.26289857830859664,0.00016716599647823626,0.22254448426271645,0.009268662164163404,0.23261886862762865,1.258561780089247e-07,0.2528262557119513,3.552998858859255e-05,0.00655111771018341,0.2587226439048701,0.23728149098502938
0.23181546027581815,0.2593287617967611,2.993834669569681e-06,0.00116897166859948,0.00010016384307692931,3.875907161097449e-08,0.00039406083639686844,0.2560598810546098,8.358299823911812e-05,0.23712893995067286,0.02394897282662999,0.24715055580914141,6.292808900446234e-08,0.2572542493513027,1.7764994294296272e-05,0.003275558855091704,0.2602024434477621,0.2220675367697732
0.1976173467312466,0.25914269642320775,1.4969173347848404e-06,0.00058448583429974,5.0081921538464655e-05,1.9379535805487245e-08,0.00019703041819843422,0.2600223981011578,4.179149911955906e-05,0.23987182384082983,0.0490580816364451,0.2555677354784236,3.146404450223117e-08,0.26061958224950427,8.882497147148136e-06,0.001637779427545852,0.262093679297734,0.2134850568826867
