0,1,2,3,4,5,6,7,8
0.4133057488259692,0.09771642808452624,0.21530413509254126,0.37585868703309544,0.08980913428766191,0.38663393490612724,0.22540080010970212,0.0365371506475801,0.1594339810127966
0.49838219772125536,0.09547475539564658,0.10765206754627063,0.4886812232157958,0.044904567143830953,0.5091064411372742,0.12773799403981345,0.01826857532379005,0.10979217847632311
0.5550548072599937,0.04773737769782329,0.053826033773135315,0.5771456829232703,0.022452283571915477,0.5873582918840095,0.06386899701990673,0.009134287661895025,0.08342223820805061
0.5912528938260753,0.023868688848911645,0.026913016886567658,0.631710096363596,0.011226141785957738,0.6368164008439655,0.03193449850995336,0.004567143830947512,0.04171111910402531
0.6169379223228737,0.011934344424455822,0.013456508443283829,0.6502812776899947,0.005613070892978869,0.66267049550395,0.01596724925497668,0.002283571915473756,0.020855559552012654
0.6466332123691663,0.005967172212227911,0.006728254221641914,0.6294884649319539,0.0028065354464894346,0.6453449095877237,0.00798362462748834,0.044620046827302084,0.010427779776006327
0.662026283603938,0.002983586106113956,0.0033641271108209576,0.597002296982106,0.020758106432922134,0.6613821322132167,0.003991812313744171,0.022310023413651046,0.026181631823487032
0.631013141801969,0.001491793053056978,0.0016820635554104788,0.581313648491053,0.04162905321646107,0.6588160661066084,0.0019959061568720856,0.06896751170682552,0.013090815911743516
0.6037418650186315,0.000745896526528489,0.0008410317777052394,0.5994803536572912,0.0428733501376423,0.638231562465069,0.0009979530784360428,0.087424932324001,0.02566305501469529
0.6566006622390455,0.0003729482632642445,0.0004205158888526197,0.5953482849367537,0.02143667506882115,0.6417509163676696,0.0004989765392180214,0.0437124661620005,0.039858554534374674
0.65388172646836,0.00018647413163212225,0.00021025794442630985,0.6232555378172141,0.010718337534410574,0.646456853532672,0.0002494882696090107,0.04511204703448862,0.019929277267187337
0.6214102204838063,0.018030456796757764,0.031495263501361136,0.6046023578473216,0.005359168767205288,0.6371297720578158,0.00012474413480450538,0.05245138973548048,0.02939662667544718
0.5836780832148761,0.019826039209189694,0.015747631750680568,0.5860849627074446,0.03105796276198102,0.6023486698126916,0.018981290986321172,0.05325272189476726,0.08902263766204792
0.5988565854670872,0.009913019604594847,0.007873815875340284,0.6000600252133714,0.04184477085467472,0.608191878765995,0.06212222444052901,0.02662636094738363,0.04451131883102396
0.6205292101647362,0.026363237631043597,0.04216320763185973,0.6211309300378783,0.02092238542733736,0.6022610769976764,0.031061112220264506,0.013313180473691816,0.02225565941551198
