0,1,2,3,4,5,6,7,8
0.40598178545939745,0.10708955223880597,0.26495200711618627,0.2965749906048414,0.1497792568688091,0.03697046644807839,0.3667950958995736,0.29482533624324664,0.07703150912106137
0.4113242260630321,0.05354477611940298,0.34080933689142645,0.35662082863575406,0.07488962843440455,0.045000384739190706,0.32354906310130194,0.35574600145495666,0.038515754560530684
0.4465380254402752,0.026772388059701495,0.4112805808544724,0.4191863267266362,0.037444814217202284,0.026149827406091706,0.19462124687911814,0.4187489131362375,0.019257877280265345
0.4540382434893683,0.013386194029850744,0.4364095211964669,0.4403623941325488,0.01872240710860114,0.08999799062612278,0.09731062343955904,0.44014368733734943,0.009628938640132671
0.45429184901741143,0.021844612166440527,0.44547748787096075,0.44745392433900166,0.00936120355430057,0.12075657107063714,0.04865531171977952,0.447344570941402,0.0048144693200663355
0.42898078689402686,0.20969906449300618,0.41845739836973117,0.42556182455482194,0.0046806017771502855,0.06037828553531858,0.024327655859889764,0.4255071478560221,0.002407234660033168
0.4421326698697777,0.2674511582627633,0.3393099999978737,0.4404231887001752,0.0023403008885751427,0.05457938667009832,0.012163827929944882,0.44039585035077533,0.001203617330016584
0.45916157303012683,0.27658272198852446,0.31251214285607964,0.45830683244532566,0.0011701504442875712,0.027289693335049152,0.006081913964972439,0.4582931632706257,0.0006018086650082919
0.5629141198483968,0.13829136099426226,0.15625607142803985,0.5624867495559962,0.0005850752221437857,0.01364484666752458,0.0030409569824862205,0.5624799149686462,0.000300904332504146
0.6147903932575317,0.06914568049713113,0.07812803571401992,0.6145767081113314,0.00029253761107189284,0.00682242333376229,0.0015204784912431102,0.6145732908176564,0.000150452166252073
0.6407285299620992,0.034572840248565564,0.03906401785700996,0.6406216873889989,0.00014626880553594642,0.003411211666881145,0.0007602392456215551,0.6406199787421616,7.52260831260365e-05
0.6536975983143829,0.017286420124282782,0.01953200892850498,0.6536441770278327,7.313440276797321e-05,0.0017056058334405724,0.00038011962281077756,0.653643322704414,3.761304156301825e-05
0.6601821324905248,0.008643210062141393,0.009766004464252492,0.6601554218472497,3.656720138398661e-05,0.0008528029167202863,0.0001900598114053888,0.6601549946855404,1.880652078150913e-05
