0,1,2,3,4,5,6,7,8
0.30088383838383836,0.08472222222222224,0.2987193362193362,0.12665945165945167,0.4087121212121212,0.1416666666666667,0.4337121212121212,0.0955808080808081,0.10934343434343435
0.3969207924313558,0.04236111111111111,0.36532210942422205,0.13140484320061782,0.45083493384549717,0.07083333333333333,0.43047108408023893,0.05013782188077962,0.06171397069284392
0.3995777146514321,0.02118055555555556,0.3837783731478652,0.17184767299695694,0.42653478535850275,0.03541666666666667,0.4107662682971027,0.07534824054932836,0.07554972277658956
0.3997888573257161,0.010590277777777782,0.3918891865739327,0.1573524079270499,0.4132673926792514,0.01770833333333334,0.4053831341485514,0.11624554884609274,0.0877748613882948
0.36959139835982774,0.005295138888888891,0.39594459328696635,0.14231256759988858,0.4066336963396257,0.00885416666666667,0.4026915670742757,0.08842580472607667,0.1802510670577837
0.3847956991799139,0.0026475694444444454,0.3979722966434832,0.09972771237137287,0.4033168481698129,0.004427083333333335,0.4013457835371379,0.044212902363038334,0.26155410495746334
0.39239784958995694,0.0013237847222222225,0.39898614832174156,0.11653052285235309,0.4016584240849064,0.002213541666666667,0.4006728917685689,0.022106451181519163,0.264110385812065
0.3961989247949785,0.0006618923611111113,0.39949307416087076,0.1735033566642718,0.4008292120424532,0.0011067708333333335,0.40033644588428446,0.011053225590759582,0.21681709766793725
0.3980994623974893,0.0003309461805555556,0.3997465370804354,0.0867516783321359,0.4004146060212266,0.0005533854166666668,0.40016822294214227,0.005526612795379791,0.3084085488339686
0.39904973119874465,0.0001654730902777778,0.3998732685402177,0.04337583916606795,0.4002073030106133,0.0002766927083333334,0.40008411147107115,0.0027633063976898954,0.3542042744169843
0.39952486559937234,8.27365451388889e-05,0.39993663427010884,0.021687919583033975,0.4001036515053067,0.0001383463541666667,0.4000420557355356,0.0013816531988449477,0.37710213720849217
0.39976243279968615,4.136827256944445e-05,0.39996831713505443,0.010843959791516988,0.40005182575265336,6.917317708333335e-05,0.40002102786776783,0.0006908265994224739,0.3885510686042461
0.3998812163998431,2.0684136284722227e-05,0.3999841585675272,0.005421979895758494,0.4000259128763267,3.458658854166667e-05,0.4000105139338839,0.00034541329971123693,0.39427553430212303
0.39994060819992155,1.0342068142361113e-05,0.3999920792837636,0.002710989947879247,0.40001295643816337,1.7293294270833336e-05,0.400005256966942,0.00017270664985561846,0.3971377671510615
