0,1,2,3,4,5,6,7
0.21172092362506184,0.40673211889344185,0.2242460156371376,0.21836165689972026,0.07249668748816959,0.3874922271143695,0.18568580463871165,0.2932645657033879
0.1512620916146264,0.4059271770253007,0.3263255689361474,0.12664299375835839,0.0572029421142827,0.4160976851520626,0.1522142643682499,0.3643272770309722
0.23607364608393833,0.49342002004792,0.31945600715133793,0.08960088830379884,0.02860147105714135,0.3532770583436662,0.1369646702200862,0.3426062387921113
0.23586159645586643,0.5382507955224495,0.22166153831887137,0.07350135049631029,0.0626391041086311,0.3624391334014403,0.16213792423391016,0.34350855746252085
0.1943738559502421,0.5717775038454681,0.11083076915943568,0.08823273453052644,0.03131955205431555,0.4183490518801273,0.18559314308419375,0.399523389495691
0.3022685976665911,0.6670139787829881,0.05541538457971784,0.04411636726526322,0.015659776027157776,0.38340320107617987,0.1672067348814798,0.3649159597206223
0.4059886677653344,0.8432157272555718,0.027707692289858924,0.022058183632631612,0.00782988801357889,0.2523812121885754,0.12243831889705059,0.3183803099573985
0.4946610005493339,0.8591078636277859,0.013853846144929462,0.011029091816315806,0.003914944006789445,0.278273939427621,0.10288582611519195,0.2362734883120326
0.38316188200768797,0.8862284048818085,0.03268804719424459,0.005514545908157903,0.0019574720033947225,0.5021346277934358,0.07017827605525406,0.1181367441560163
0.19158094100384399,0.9087461314874674,0.016344023597122295,0.0027572729540789515,0.0342381595050233,0.716699242943281,0.07056585643117472,0.05906837207800815
0.095790470501922,0.930682292676402,0.00817201179856115,0.001378636477039476,0.017119079752511653,0.8820403945389723,0.035282928215587366,0.029534186039004078
0.08542282906994556,0.88918220594085,0.004086005899280575,0.000689318238519738,0.008559539876255826,0.9045963562098835,0.057376563445542025,0.0500871813197228
